"filename", "language", "TypeScript", "PostCSS", "HTML", "C#", "comment", "blank", "total"
"/home/ash/FriendshipApp/FriendshipApp1/API/Entities/Message.cs", "C#", 0, 0, 0, 22, 0, 2, 24
"/home/ash/FriendshipApp/FriendshipApp1/API/Entities/Photo.cs", "C#", 0, 0, 0, 18, 0, 2, 20
"/home/ash/FriendshipApp/FriendshipApp1/API/Entities/UserLike.cs", "C#", 0, 0, 0, 14, 0, 1, 15
"/home/ash/FriendshipApp/FriendshipApp1/API/Errors/ApiException.cs", "C#", 0, 0, 0, 19, 0, 2, 21
"/home/ash/FriendshipApp/FriendshipApp1/API/Extensions/ApplicationServiceExtensions.cs", "C#", 0, 0, 0, 32, 0, 2, 34
"/home/ash/FriendshipApp/FriendshipApp1/API/Extensions/ClaimsPrincipleExtensions.cs", "C#", 0, 0, 0, 19, 0, 2, 21
"/home/ash/FriendshipApp/FriendshipApp1/API/Extensions/DateTimeExtensions.cs", "C#", 0, 0, 0, 17, 0, 1, 18
"/home/ash/FriendshipApp/FriendshipApp1/API/Extensions/HttpExtensions.cs", "C#", 0, 0, 0, 22, 0, 4, 26
"/home/ash/FriendshipApp/FriendshipApp1/API/Extensions/IdentityServiceExtensions.cs", "C#", 0, 0, 0, 55, 0, 7, 62
"/home/ash/FriendshipApp/FriendshipApp1/API/Helpers/AutoMapperProfiles.cs", "C#", 0, 0, 0, 27, 0, 1, 28
"/home/ash/FriendshipApp/FriendshipApp1/API/Helpers/CloudinarySettings.cs", "C#", 0, 0, 0, 13, 0, 1, 14
"/home/ash/FriendshipApp/FriendshipApp1/API/Helpers/LikesParams.cs", "C#", 0, 0, 0, 12, 0, 1, 13
"/home/ash/FriendshipApp/FriendshipApp1/API/Helpers/LogUserActivity.cs", "C#", 0, 0, 0, 23, 0, 4, 27
"/home/ash/FriendshipApp/FriendshipApp1/API/Helpers/MessageParams.cs", "C#", 0, 0, 0, 12, 0, 1, 13
"/home/ash/FriendshipApp/FriendshipApp1/API/Helpers/PagedList.cs", "C#", 0, 0, 0, 29, 0, 4, 33
"/home/ash/FriendshipApp/FriendshipApp1/API/Helpers/PaginationHeader.cs", "C#", 0, 0, 0, 21, 0, 2, 23
"/home/ash/FriendshipApp/FriendshipApp1/API/Helpers/PaginationParams.cs", "C#", 0, 0, 0, 18, 0, 1, 19
"/home/ash/FriendshipApp/FriendshipApp1/API/Helpers/UserParams.cs", "C#", 0, 0, 0, 15, 0, 3, 18
"/home/ash/FriendshipApp/FriendshipApp1/API/Interfaces/ILikesRepository.cs", "C#", 0, 0, 0, 16, 0, 1, 17
"/home/ash/FriendshipApp/FriendshipApp1/API/Interfaces/IMessageRepository.cs", "C#", 0, 0, 0, 19, 0, 1, 20
"/home/ash/FriendshipApp/FriendshipApp1/API/Interfaces/IPhotoService.cs", "C#", 0, 0, 0, 13, 0, 1, 14
"/home/ash/FriendshipApp/FriendshipApp1/API/Interfaces/ITokenService.cs", "C#", 0, 0, 0, 12, 0, 1, 13
"/home/ash/FriendshipApp/FriendshipApp1/API/Interfaces/IUserRepository.cs", "C#", 0, 0, 0, 20, 0, 1, 21
"/home/ash/FriendshipApp/FriendshipApp1/API/Middleware/ExceptionMiddleware.cs", "C#", 0, 0, 0, 44, 0, 9, 53
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_directives/has-role.directive.ts", "TypeScript", 38, 0, 0, 0, 0, 3, 41
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_forms/date-input/date-input.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_forms/date-input/date-input.component.html", "HTML", 0, 0, 15, 0, 0, 1, 16
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_forms/date-input/date-input.component.ts", "TypeScript", 24, 0, 0, 0, 0, 2, 26
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_forms/text-input/text-input.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_forms/text-input/text-input.component.html", "HTML", 0, 0, 23, 0, 0, 5, 28
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_forms/text-input/text-input.component.ts", "TypeScript", 22, 0, 0, 0, 0, 2, 24
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_guards/admin.guard.ts", "TypeScript", 32, 0, 0, 0, 0, 3, 35
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_guards/auth.guard.ts", "TypeScript", 30, 0, 0, 0, 0, 3, 33
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_guards/prevent-unsaved-changes.guard.ts", "TypeScript", 17, 0, 0, 0, 0, 2, 19
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_inerceptors/error.interceptor.ts", "TypeScript", 79, 0, 0, 0, 0, 7, 86
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_inerceptors/jwt.interceptor.ts", "TypeScript", 27, 0, 0, 0, 0, 3, 30
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_inerceptors/loading.interceptor.ts", "TypeScript", 21, 0, 0, 0, 0, 3, 24
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_models/member.ts", "TypeScript", 17, 0, 0, 0, 0, 2, 19
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_models/message.ts", "TypeScript", 12, 0, 0, 0, 0, 1, 13
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_models/pagination.ts", "TypeScript", 10, 0, 0, 0, 0, 2, 12
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_models/photo.ts", "TypeScript", 5, 0, 0, 0, 0, 1, 6
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_models/user.ts", "TypeScript", 7, 0, 0, 0, 0, 1, 8
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_modules/shared.module.ts", "TypeScript", 30, 0, 0, 0, 0, 2, 32
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_modules/userParams.ts", "TypeScript", 11, 0, 0, 0, 0, 3, 14
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_pipes/time-ago.pipe.ts", "TypeScript", 30, 0, 0, 0, 0, 7, 37
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_resolvers/member-detailed.resolver.ts", "TypeScript", 14, 0, 0, 0, 0, 3, 17
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_services/account.service.ts", "TypeScript", 48, 0, 0, 0, 0, 8, 56
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_services/admin.service.ts", "TypeScript", 22, 0, 0, 0, 0, 5, 27
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_services/busy.service.ts", "TypeScript", 26, 0, 0, 0, 0, 5, 31
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_services/members.service.ts", "TypeScript", 99, 0, 0, 0, 0, 17, 116
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_services/message.service.ts", "TypeScript", 35, 0, 0, 0, 0, 7, 42
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_services/paginationHelper.ts", "TypeScript", 23, 0, 0, 0, 0, 5, 28
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/_services/photo.service.ts", "TypeScript", 17, 0, 0, 0, 0, 5, 22
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/admin-panel/admin-panel.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/admin-panel/admin-panel.component.html", "HTML", 0, 0, 15, 0, 0, 2, 17
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/admin-panel/admin-panel.component.ts", "TypeScript", 9, 0, 0, 0, 0, 2, 11
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/photo-management/photo-management.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/photo-management/photo-management.component.html", "HTML", 0, 0, 1, 0, 0, 1, 2
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/photo-management/photo-management.component.ts", "TypeScript", 8, 0, 0, 0, 0, 2, 10
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/user-management/user-management.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/user-management/user-management.component.html", "HTML", 0, 0, 18, 0, 0, 1, 19
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/user-management/user-management.component.ts", "TypeScript", 76, 0, 0, 0, 0, 8, 84
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app-routing.module.ts", "TypeScript", 56, 0, 0, 0, 0, 3, 59
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.component.html", "HTML", 0, 0, 22, 0, 0, 2, 24
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.component.spec.ts", "TypeScript", 31, 0, 0, 0, 0, 5, 36
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.component.ts", "TypeScript", 29, 0, 0, 0, 0, 5, 34
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.module.ts", "TypeScript", 124, 0, 0, 0, 0, 2, 126
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/not-found/not-found.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/not-found/not-found.component.html", "HTML", 0, 0, 6, 0, 0, 1, 7
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/not-found/not-found.component.ts", "TypeScript", 12, 0, 0, 0, 0, 5, 17
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/server-error/server-error.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/server-error/server-error.component.html", "HTML", 0, 0, 26, 0, 0, 1, 27
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/server-error/server-error.component.ts", "TypeScript", 16, 0, 0, 0, 0, 3, 19
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/test-errors/test-errors.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/test-errors/test-errors.component.html", "HTML", 0, 0, 27, 0, 0, 2, 29
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/test-errors/test-errors.component.ts", "TypeScript", 65, 0, 0, 0, 0, 9, 74
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/home/home.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/home/home.component.html", "HTML", 0, 0, 20, 0, 0, 2, 22
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/home/home.component.ts", "TypeScript", 19, 0, 0, 0, 0, 6, 25
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/lists/lists.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/lists/lists.component.html", "HTML", 0, 0, 46, 0, 0, 3, 49
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/lists/lists.component.ts", "TypeScript", 33, 0, 0, 0, 0, 5, 38
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-card/member-card.component.css", "PostCSS", 0, 31, 0, 0, 0, 6, 37
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-card/member-card.component.html", "HTML", 0, 0, 41, 0, 0, 1, 42
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-card/member-card.component.ts", "TypeScript", 26, 0, 0, 0, 0, 5, 31
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-detail/carousel.config.ts", "TypeScript", 7, 0, 0, 0, 3, 2, 12
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-detail/member-detail.component.css", "PostCSS", 0, 13, 0, 0, 0, 3, 16
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-detail/member-detail.component.html", "HTML", 0, 0, 85, 0, 0, 4, 89
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-detail/member-detail.component.ts", "TypeScript", 73, 0, 0, 0, 3, 11, 87
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-edit/member-edit.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-edit/member-edit.component.html", "HTML", 0, 0, 97, 0, 0, 2, 99
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-edit/member-edit.component.ts", "TypeScript", 52, 0, 0, 0, 0, 5, 57
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-list/member-list.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-list/member-list.component.html", "HTML", 0, 0, 92, 0, 0, 8, 100
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-list/member-list.component.ts", "TypeScript", 49, 0, 0, 0, 0, 8, 57
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-messages/member-messages.component.css", "PostCSS", 0, 13, 0, 0, 0, 3, 16
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-messages/member-messages.component.html", "HTML", 0, 0, 63, 0, 0, 1, 64
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-messages/member-messages.component.ts", "TypeScript", 26, 0, 0, 0, 0, 5, 31
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/photo-editor/photo-editor.component.css", "PostCSS", 0, 11, 0, 0, 0, 3, 14
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/photo-editor/photo-editor.component.html", "HTML", 0, 0, 70, 0, 0, 3, 73
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/photo-editor/photo-editor.component.ts", "TypeScript", 77, 0, 0, 0, 69, 20, 166
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/messages/messages.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/messages/messages.component.html", "HTML", 0, 0, 98, 0, 0, 5, 103
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/messages/messages.component.ts", "TypeScript", 46, 0, 0, 0, 0, 7, 53
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/modals/roles-modal/roles-modal.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/modals/roles-modal/roles-modal.component.html", "HTML", 0, 0, 33, 0, 0, 2, 35
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/modals/roles-modal/roles-modal.component.ts", "TypeScript", 20, 0, 0, 0, 0, 4, 24
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/nav/nav.component.css", "PostCSS", 0, 7, 0, 0, 0, 1, 8
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/nav/nav.component.html", "HTML", 0, 0, 105, 0, 0, 3, 108
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/nav/nav.component.ts", "TypeScript", 31, 0, 0, 0, 0, 4, 35
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/register/register.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/register/register.component.html", "HTML", 0, 0, 76, 0, 0, 12, 88
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/register/register.component.ts", "TypeScript", 71, 0, 0, 0, 0, 8, 79
"/home/ash/FriendshipApp/FriendshipApp1/client/src/environments/environment.prod.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"/home/ash/FriendshipApp/FriendshipApp1/client/src/environments/environment.ts", "TypeScript", 4, 0, 0, 0, 11, 3, 18
"/home/ash/FriendshipApp/FriendshipApp1/client/src/index.html", "HTML", 0, 0, 13, 0, 0, 1, 14
"/home/ash/FriendshipApp/FriendshipApp1/client/src/main.ts", "TypeScript", 9, 0, 0, 0, 0, 4, 13
"/home/ash/FriendshipApp/FriendshipApp1/client/src/polyfills.ts", "TypeScript", 1, 0, 0, 0, 57, 8, 66
"/home/ash/FriendshipApp/FriendshipApp1/client/src/styles.css", "PostCSS", 0, 143, 0, 0, 77, 21, 241
"/home/ash/FriendshipApp/FriendshipApp1/client/src/test.ts", "TypeScript", 11, 0, 0, 0, 2, 3, 16
"Total", "-", 1681, 218, 992, 1129, 222, 554, 4796
